,Sector,Cari_Oran,Alacak_Devir_Hızı,Aktif_Devir_Hızı,Oz_Varlık_Karlılıgı,Kar_Marjları,Fiyat_Satıs_Oranı
10,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,3.187305820425886,39.5896223116966,0.04046472387166661,82.21242424242425,"{""varlık_getirisi"": 56.59764705882353, ""yatırılan_sermayenin_getirisi"": 74.9560606060606, ""brüt_kar_marjı"": 66.4715625, ""faliyet_kar_marjı"": 24.69181818181818, ""favök_marjı"": 23.9475, ""net_marj"": 64.85107142857142}",2.552424242424243
11,"İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",1.664387189034262,1.3165828703696594,0.18576265618562243,27.081578947368417,"{""varlık_getirisi"": 15.450526315789471, ""yatırılan_sermayenin_getirisi"": 23.49473684210527, ""brüt_kar_marjı"": 19.54095238095238, ""faliyet_kar_marjı"": 4.0009999999999994, ""favök_marjı"": 7.0755, ""net_marj"": 24.77952380952381}",11.083125
12,İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,1.619783105388172,1.429540415899499,0.30883271822143005,47.780666666666654,"{""varlık_getirisi"": 17.03366666666667, ""yatırılan_sermayenin_getirisi"": 39.295714285714276, ""brüt_kar_marjı"": 21.135666666666673, ""faliyet_kar_marjı"": 9.482000000000001, ""favök_marjı"": 11.810740740740743, ""net_marj"": 8.059666666666669}",56.56692307692309
13,TEKNOLOJİ / BİLİŞİM,3.2004418254633653,1.5722548826202656,0.4058590091791612,31.77000000000001,"{""varlık_getirisi"": 18.404230769230768, ""yatırılan_sermayenin_getirisi"": 14.728461538461536, ""brüt_kar_marjı"": 27.408461538461538, ""faliyet_kar_marjı"": 13.34923076923077, ""favök_marjı"": 18.8228, ""net_marj"": 16.335384615384612}",19.487916666666663
14,İMALAT / KAĞIT VE KAĞIT ÜRÜNLERİ BASIM,2.618022361645883,1.4420660290551608,0.24927031257967175,2.7940000000000027,"{""varlık_getirisi"": 12.525999999999998, ""yatırılan_sermayenin_getirisi"": 6.275555555555554, ""brüt_kar_marjı"": 15.525, ""faliyet_kar_marjı"": 5.100999999999999, ""favök_marjı"": 7.378, ""net_marj"": -2.3339999999999996}",18.67888888888889
15,OTELLER VE LOKANTALAR / KONAKLAMA,2.288928113340835,4.971394411975352,0.007422205980730628,21.821428571428566,"{""varlık_getirisi"": 15.72, ""yatırılan_sermayenin_getirisi"": 20.98857142857143, ""brüt_kar_marjı"": -71.44285714285715, ""faliyet_kar_marjı"": -189.2671428571429, ""favök_marjı"": -151.69285714285715, ""net_marj"": -199.8957142857143}",155.20800000000003
16,MADENCİLİK VE TAŞ OCAKÇILIĞI / KÖMÜR VE LİNYİT MADENCİLİĞİ,4.734029726819298,1.0065596466192874,0.0559566508722083,33.345,"{""varlık_getirisi"": 29.515, ""yatırılan_sermayenin_getirisi"": 33.22, ""brüt_kar_marjı"": 26.549999999999997, ""faliyet_kar_marjı"": 4.445, ""favök_marjı"": 28.419999999999998, ""net_marj"": 56.31}",7.029999999999999
17,İNŞAAT VE BAYINDIRLIK / İNŞAAT VE BAYINDIRLIK İŞLERİ,1.5953218244509657,2.790561258592485,0.11979272330671362,98.86000000000001,"{""varlık_getirisi"": 23.380000000000003, ""yatırılan_sermayenin_getirisi"": 40.852500000000006, ""brüt_kar_marjı"": 8.742, ""faliyet_kar_marjı"": 50.261, ""favök_marjı"": 54.574, ""net_marj"": 35.09444444444445}",11.571250000000001
18,TOPTAN VE PERAKENDE TİCARET / TOPTAN TİCARET,1.2764012329306482,1.0985991788717628,0.3185456144025573,45.57777777777777,"{""varlık_getirisi"": 12.427777777777777, ""yatırılan_sermayenin_getirisi"": 42.843333333333334, ""brüt_kar_marjı"": 41.75444444444444, ""faliyet_kar_marjı"": 5.66888888888889, ""favök_marjı"": 10.360000000000001, ""net_marj"": 4.095555555555559}",13.12375
19,TEKNOLOJİ / SAVUNMA,1.423581114487415,0.5293526353761516,0.1073364823544559,36.08,"{""varlık_getirisi"": 19.73, ""yatırılan_sermayenin_getirisi"": 34.81, ""brüt_kar_marjı"": 30.29, ""faliyet_kar_marjı"": 23.51, ""favök_marjı"": 25.77, ""net_marj"": 27.33}",9.49
20,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,74.42949177145616,293.24326806096025,0.8622254408267848,37.644,"{""varlık_getirisi"": 32.965999999999994, ""yatırılan_sermayenin_getirisi"": 37.641999999999996, ""brüt_kar_marjı"": 72.078, ""faliyet_kar_marjı"": 31.008333333333336, ""favök_marjı"": 31.958333333333332, ""net_marj"": 28.051666666666666}",13.063999999999998
21,İMALAT / ANA METAL SANAYİ,1.7013990400439678,2.6483060861422403,0.3257249979033234,17.94,"{""varlık_getirisi"": 10.669444444444444, ""yatırılan_sermayenin_getirisi"": 21.142352941176473, ""brüt_kar_marjı"": 14.647777777777776, ""faliyet_kar_marjı"": 6.773888888888888, ""favök_marjı"": 9.15294117647059, ""net_marj"": 4.331666666666667}",26.688750000000002
22,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / SPOR FAALİYETLERİ EĞLENCE VE OYUN FAALİYETLERİ",,,,,,
23,ULAŞTIRMA VE DEPOLAMA / ULAŞTIRMA VE DEPOLAMA,2.2971065582859898,4.98365438239455,0.14137858751564755,51.116,"{""varlık_getirisi"": 24.491999999999997, ""yatırılan_sermayenin_getirisi"": 33.382, ""brüt_kar_marjı"": 18.048, ""faliyet_kar_marjı"": 10.546, ""favök_marjı"": 28.845999999999997, ""net_marj"": 13.978}",6.238
24,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,2.758186158157934,24.731574579497437,0.575272014069852,66.256,"{""varlık_getirisi"": 12.255454545454546, ""yatırılan_sermayenin_getirisi"": 30.249090909090906, ""brüt_kar_marjı"": 22.16272727272727, ""faliyet_kar_marjı"": 5.62, ""favök_marjı"": 8.044545454545455, ""net_marj"": 2.991818181818182}",9.432727272727274
25,MALİ KURULUŞLAR / VARLIK YÖNETİM ŞİRKETLERİ,,,,,,
26,OTELLER VE LOKANTALAR / YİYECEK VE İÇECEK HİZMETLERİ,1.4410043896960143,0.5477518278026998,0.1656221624138404,67.05,"{""varlık_getirisi"": 33.41, ""yatırılan_sermayenin_getirisi"": 57.08, ""brüt_kar_marjı"": 58.61, ""faliyet_kar_marjı"": 45.16, ""favök_marjı"": 47.1, ""net_marj"": 30.24}",8.44
27,"İDARİ VE DESTEK HİZMET FAALİYETLERİ / BÜRO YÖNETİMİ, BÜRO DESTEĞİ VE DİĞER ŞİRKET DESTEK FAALİYETLERİ",3.6275620326336053,1.1925897515875288,0.034719976750598,20.2,"{""varlık_getirisi"": 16.915, ""yatırılan_sermayenin_getirisi"": 19.935000000000002, ""brüt_kar_marjı"": -2.9749999999999996, ""faliyet_kar_marjı"": -67.07, ""favök_marjı"": -63.04, ""net_marj"": 35.22}",27.225
28,MALİ KURULUŞLAR / FİNANSAL KİRALAMA VE FAKTORİNG ŞİRKETLERİ,,,,,,
29,MADENCİLİK VE TAŞ OCAKÇILIĞI / METAL CEVHERİ MADENCİLİĞİ,6.765919720486627,1876.5916504097079,0.10756072623769419,35.88,"{""varlık_getirisi"": 30.87, ""yatırılan_sermayenin_getirisi"": 35.83, ""brüt_kar_marjı"": 37.275000000000006, ""faliyet_kar_marjı"": 16.78, ""favök_marjı"": 20.665, ""net_marj"": 60.735}",11.755
30,BİLGİ VE İLETİŞİM / YAYIMCILIK,2.9071620067709145,0.817936721288811,0.17900582405584808,6.766666666666667,"{""varlık_getirisi"": 7.580000000000001, ""yatırılan_sermayenin_getirisi"": 6.663333333333334, ""brüt_kar_marjı"": -3.346666666666668, ""faliyet_kar_marjı"": -48.093333333333334, ""favök_marjı"": -45.60666666666666, ""net_marj"": -41.25}",47.23
31,İMALAT / ORMAN ÜRÜNLERİ VE MOBİLYA,1.169573942694209,2.3282725908605895,0.26430836726286006,40.763333333333335,"{""varlık_getirisi"": 14.066666666666668, ""yatırılan_sermayenin_getirisi"": 28.689999999999998, ""brüt_kar_marjı"": 40.01333333333333, ""faliyet_kar_marjı"": 19.636666666666667, ""favök_marjı"": 22.146666666666665, ""net_marj"": 16.123333333333335}",8.926666666666668
32,İDARİ VE DESTEK HİZMET FAALİYETLERİ / KİRALAMA VE LEASING FAALİYETLERİ,1.517835664511281,12.857317731555558,0.1157048220609666,51.37,"{""varlık_getirisi"": 20.69, ""yatırılan_sermayenin_getirisi"": 28.92, ""brüt_kar_marjı"": 73.86, ""faliyet_kar_marjı"": 68.025, ""favök_marjı"": 68.33, ""net_marj"": 50.435}",12.12
33,"İDARİ VE DESTEK HİZMET FAALİYETLERİ / SEYAHAT ACENTESİ, TUR OPERATÖRÜ VE DİĞER REZERVASYON HİZMETLERİ İLE İLGİLİ FAALİYETLER",1.815938230646681,2.2088439187004902,0.0795498015592909,101.89,"{""varlık_getirisi"": 48.55, ""yatırılan_sermayenin_getirisi"": 101.39, ""brüt_kar_marjı"": 0.92, ""faliyet_kar_marjı"": -13.83, ""favök_marjı"": -12.55, ""net_marj"": -27.32}",2.87
34,MALİ KURULUŞLAR / GİRİŞİM SERMAYESİ YATIRIM ORTAKLIKLARI,78.94285011280094,-45.73964579989424,-0.04675781766809944,56.185,,3.245
35,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / HUKUK VE MUHASEBE FAALİYETLERİ",1.280076039688953,2.8101680722025324,0.2278875841979196,86.59,"{""varlık_getirisi"": 38.27, ""yatırılan_sermayenin_getirisi"": 81.91, ""brüt_kar_marjı"": 59.72, ""faliyet_kar_marjı"": 1.13, ""favök_marjı"": 4.09, ""net_marj"": 23.53}",11.28
36,BİLGİ VE İLETİŞİM / BİLGİ HİZMET FAALİYETLERİ,4.523416836882119,0.9160575410298476,0.2079778522952559,19.17,"{""varlık_getirisi"": 14.63, ""yatırılan_sermayenin_getirisi"": 18.59, ""brüt_kar_marjı"": 6.17, ""faliyet_kar_marjı"": -9.35, ""favök_marjı"": -5.68, ""net_marj"": 4.31}",279.7
37,MADENCİLİK VE TAŞ OCAKÇILIĞI / HAM PETROL VE DOĞAL GAZ ÇIKARTILMASI,6.72833115472868,36.69643498095337,0.1065414860642211,36.45,"{""varlık_getirisi"": 6.53, ""yatırılan_sermayenin_getirisi"": 36.35, ""brüt_kar_marjı"": 36.27, ""faliyet_kar_marjı"": 15.87, ""favök_marjı"": 19.71, ""net_marj"": 19.4}",7.22
38,"TARIM, ORMANCILIK VE BALIKÇILIK / TARIM VE HAYVANCILIK AVCILIK VE İLGİLİ HİZMET FAALİYETLERİ",1.7070895899152903,1.999283639995048,0.12213068911350874,92.06,"{""varlık_getirisi"": 54.98, ""yatırılan_sermayenin_getirisi"": 86.12, ""brüt_kar_marjı"": 19.0, ""faliyet_kar_marjı"": 2.1400000000000006, ""favök_marjı"": 2.16, ""net_marj"": 22.44}",6.37
39,MALİ KURULUŞLAR / FİNANSMAN ŞİRKETLERİ,,,,,,
40,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / MİMARLIK VE MÜHENDİSLİK FAALİYETLERİ; TEKNİK MUAYENE VE ANALİZ",1.6425652151699301,1.5234787125701013,0.21190492331502656,73.95,"{""varlık_getirisi"": 20.48, ""yatırılan_sermayenin_getirisi"": 58.435, ""brüt_kar_marjı"": 12.695, ""faliyet_kar_marjı"": 8.2, ""favök_marjı"": 9.069999999999999, ""net_marj"": 17.67}",34.6
41,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / İNSAN SAĞLIĞI VE SOSYAL HİZMETLER",0.9856571544301987,2.0744551524158603,0.2797518820371446,60.80666666666667,"{""varlık_getirisi"": 12.420000000000002, ""yatırılan_sermayenin_getirisi"": 31.133333333333336, ""brüt_kar_marjı"": 24.25, ""faliyet_kar_marjı"": 10.643333333333334, ""favök_marjı"": 15.31, ""net_marj"": 2.213333333333333}",345.37
42,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / SPOR EĞLENCE BOŞ ZAMANLARI DEĞERLENDİRME HİZMETLERİ",,,,,,
43,"TARIM, ORMANCILIK VE BALIKÇILIK / BALIKÇILIK VE SU ÜRÜNLERİ",,,,,,
44,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / REKLAMCILIK VE PAZAR ARAŞTIRMASI",1.148739018893562,1.012880533421622,0.4725278100636461,,,
45,İDARİ VE DESTEK HİZMET FAALİYETLERİ / GÜVENLİK VE SORUŞTURMA FAALİYETLERİ,2.604284259347598,0.2090747116271362,0.0305567259903823,,,
46,BİLGİ VE İLETİŞİM / TELEKOMÜNİKASYON,1.314723449822222,1.6918194814437884,0.16222885377565088,36.68,"{""varlık_getirisi"": 9.83, ""yatırılan_sermayenin_getirisi"": 15.205, ""brüt_kar_marjı"": 34.510000000000005, ""faliyet_kar_marjı"": 18.490000000000002, ""favök_marjı"": 34.445, ""net_marj"": 10.265}",9.575
