,Stock_Name,Bilanco_Date,Cari_Oran,Nakit_Oran,Toplam_Yabancı_Kaynaklar_Oz_Kaynaklar_Oranı,Alacak_Devir_Hızı,Aktif_Devir_Hızı,Oz_Varlık_Karlılıgı,Kar_Marjları,Hisse_Bası_Kazanc,Fiyat_Satıs_Oranı
29,ANELE,2023/3,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",0.5133889538435694,0.06759048706371248,"['12.11', '12.11', '12.97', '−30.27', '−22.56', '−18.97', '−22.50', '−24.04']","{'varlık_getirisi': ['2.40', '2.40', '2.67', '−5.50', '−4.28', '−4.03', '−5.05', '−6.12'], 'yatırılan_sermayenin_getirisi': ['11.04', '11.04', '11.81', '−26.64', '−19.84', '−16.20', '−19.12', '−20.02'], 'brüt_kar_marjı': ['10.98', '10.98', '−65.35', '0.83', '1.97', '3.24', '−10.38', '−0.80'], 'faliyet_kar_marjı': ['4.07', '4.07', '−70.05', '−1.41', '−0.10', '0.43', '−16.72', '−4.83'], 'favök_marjı': ['4.67', '4.67', '−69.49', '−1.14', '0.25', '0.85', '−16.10', '−4.08'], 'net_marj': ['−7.59', '−7.59', '65.13', '−8.18', '−7.36', '−3.49', '−14.87', '−7.53']}","['0.39', '0.41', '−0.59']",18.78
30,ARCLK,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",1.7468447572979031,0.47875101184653707,"['19.07', '19.07', '19.51', '13.44', '15.25', '18.01', '18.46', '25.00']","{'varlık_getirisi': ['3.40', '3.40', '3.98', '2.67', '3.22', '4.04', '4.66', '6.40'], 'yatırılan_sermayenin_getirisi': ['10.32', '10.32', '10.80', '7.85', '8.86', '9.94', '10.29', '14.28'], 'brüt_kar_marjı': ['31.13', '31.13', '29.03', '28.79', '29.62', '30.84', '28.76', '28.24'], 'faliyet_kar_marjı': ['5.38', '5.38', '6.18', '5.17', '4.45', '7.39', '4.74', '6.94'], 'favök_marjı': ['7.88', '7.88', '8.57', '7.74', '6.87', '9.91', '7.67', '9.48'], 'net_marj': ['2.69', '2.69', '6.54', '0.98', '0.80', '4.14', '3.51', '3.59']}","['6.46', '7.05', '4.61']",24.5
31,ARDYZ,2023/3,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",0.22737947342267076,0.09243580361892219,"['64.90', '64.90', '64.15', '54.74', '55.43', '57.33', '—', '—']","{'varlık_getirisi': ['50.20', '50.20', '48.78', '47.14', '48.96', '54.11', '—', '—'], 'yatırılan_sermayenin_getirisi': ['64.44', '64.44', '63.58', '53.93', '54.40', '56.87', '—', '—'], 'brüt_kar_marjı': ['70.48', '70.48', '52.49', '87.63', '60.13', '81.61', '66.44', '73.96'], 'faliyet_kar_marjı': ['54.48', '54.48', '49.49', '65.57', '54.92', '55.90', '51.59', '51.89'], 'favök_marjı': ['63.73', '63.73', '51.85', '72.17', '58.81', '68.21', '54.98', '56.12'], 'net_marj': ['51.67', '51.67', '52.02', '64.54', '53.98', '58.75', '52.97', '53.15']}","['1.95', '1.80', '-']",6.73
32,ARENA,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",2.4744086955638953,1.3657100167646967,"['15.62', '15.62', '15.16', '12.18', '11.42', '15.10', '12.58', '9.60']","{'varlık_getirisi': ['2.33', '2.33', '2.53', '1.99', '1.96', '3.09', '3.02', '2.38'], 'yatırılan_sermayenin_getirisi': ['13.81', '13.81', '12.95', '10.34', '10.27', '13.52', '10.99', '8.39'], 'brüt_kar_marjı': ['5.50', '5.50', '5.58', '6.47', '5.16', '4.77', '4.50', '4.72'], 'faliyet_kar_marjı': ['3.46', '3.46', '3.23', '4.48', '3.29', '2.15', '2.27', '2.79'], 'favök_marjı': ['3.68', '3.68', '3.44', '4.61', '3.52', '2.46', '2.61', '3.01'], 'net_marj': ['0.77', '0.77', '1.19', '0.75', '0.18', '0.82', '0.97', '1.18']}","['1.65', '1.10', '0.67']",13.78
33,ARSAN,2022/9,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",4.788126017353577,0.5526091908877022,"['35.65', '35.65', '45.13', '43.33', '43.83', '37.06', '40.42', '27.48']","{'varlık_getirisi': ['26.86', '26.86', '34.05', '31.84', '31.09', '27.23', '30.59', '19.59'], 'yatırılan_sermayenin_getirisi': ['34.97', '34.97', '44.08', '41.76', '41.60', '34.93', '37.82', '24.75'], 'brüt_kar_marjı': ['−6.31', '−6.31', '31.13', '17.48', '19.02', '4.90', '12.56', '10.02'], 'faliyet_kar_marjı': ['−14.22', '−14.22', '24.70', '13.62', '16.13', '0.71', '1.66', '8.11'], 'favök_marjı': ['−11.53', '−11.53', '25.93', '14.61', '16.99', '2.38', '2.11', '11.78'], 'net_marj': ['−49.89', '−49.89', '101.58', '26.05', '33.08', '16.62', '92.88', '30.39']}","['1.97', '2.55', '1.42']",4.48
34,ARZUM,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",1.3262773211402301,0.7916855290377731,"['13.16', '13.16', '21.51', '29.54', '29.17', '31.52', '32.61', '—']","{'varlık_getirisi': ['2.64', '2.64', '3.92', '5.55', '6.69', '8.01', '7.86', '—'], 'yatırılan_sermayenin_getirisi': ['12.78', '12.78', '20.19', '27.60', '28.27', '29.40', '29.88', '—'], 'brüt_kar_marjı': ['35.95', '35.95', '29.07', '29.49', '32.33', '35.88', '30.81', '29.25'], 'faliyet_kar_marjı': ['14.08', '14.08', '8.69', '5.72', '10.00', '17.70', '10.51', '3.06'], 'favök_marjı': ['14.79', '14.79', '9.43', '6.91', '11.00', '18.85', '12.24', '4.17'], 'net_marj': ['4.03', '4.03', '1.06', '−2.72', '2.43', '11.00', '7.43', '−4.10']}","['0.89', '1.26', '1.56']",30.88
35,ASELS,2023/3,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",0.5293526353761516,0.10733648235445596,"['36.08', '36.08', '36.55', '38.01', '34.46', '32.72', '32.83', '25.03']","{'varlık_getirisi': ['19.73', '19.73', '17.90', '20.84', '18.87', '18.15', '16.23', '14.32'], 'yatırılan_sermayenin_getirisi': ['34.81', '34.81', '35.78', '37.29', '33.43', '31.64', '31.91', '24.21'], 'brüt_kar_marjı': ['30.29', '30.29', '36.13', '29.37', '32.53', '30.07', '32.99', '24.87'], 'faliyet_kar_marjı': ['23.51', '23.51', '29.58', '18.75', '22.89', '21.07', '27.23', '19.67'], 'favök_marjı': ['25.77', '25.77', '30.57', '20.88', '25.01', '24.06', '28.53', '22.98'], 'net_marj': ['27.33', '27.33', '34.89', '28.41', '33.05', '38.84', '40.52', '18.16']}","['5.48', '5.23', '3.13']",14.3
36,ASTOR,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",2.3618128010036386,0.4674048613802587,"['—', '—', '—', '—', '—', '—', '—', '—']","{'varlık_getirisi': ['—', '—', '—', '—', '—', '—', '—', '—'], 'yatırılan_sermayenin_getirisi': ['—', '—', '—', '—', '—', '—', '—', '—'], 'brüt_kar_marjı': ['—', '—', '—', '—', '—', '—', '—', '—'], 'faliyet_kar_marjı': ['—', '—', '—', '—', '—', '—', '—', '—'], 'favök_marjı': ['—', '—', '—', '—', '—', '—', '—', '—'], 'net_marj': ['—', '—', '—', '—', '—', '—', '—', '—']}","['-', '-', '-']",—
37,ATAGY,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",51.5158134623413,0.016700234738093983,"['113.32', '113.32', '101.53', '112.84', '95.90', '77.83', '61.76', '36.12']","{'varlık_getirisi': ['95.86', '95.86', '84.42', '87.26', '48.78', '34.21', '28.98', '14.45'], 'yatırılan_sermayenin_getirisi': ['113.16', '113.16', '101.40', '112.65', '95.71', '77.58', '61.53', '35.96'], 'brüt_kar_marjı': ['69.85', '69.85', '45.38', '51.23', '49.92', '41.14', '55.90', '53.25'], 'faliyet_kar_marjı': ['−9.29', '−9.29', '−66.11', '43.61', '42.09', '32.57', '52.37', '3.90'], 'favök_marjı': ['−8.43', '−8.43', '−64.96', '43.76', '42.24', '32.71', '52.48', '9.61'], 'net_marj': ['1.45K', '1.45K', '−70.58', '654.89', '28.98', '19.35', '37.02', '1.39K']}","['4.25', '3.40', '0.38']",1.68
38,AGYO,2023/3,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",2.9555876134921353,0.016045593233717202,"['99.10', '99.10', '98.97', '15.00', '14.70', '14.71', '14.67', '1.16']","{'varlık_getirisi': ['97.99', '97.99', '98.06', '14.74', '14.39', '14.12', '14.10', '1.11'], 'yatırılan_sermayenin_getirisi': ['99.09', '99.09', '98.96', '14.99', '14.69', '14.70', '14.66', '1.16'], 'brüt_kar_marjı': ['38.16', '38.16', '99.07', '49.23', '38.93', '29.63', '92.93', '54.43'], 'faliyet_kar_marjı': ['12.94', '12.94', '97.98', '19.61', '11.37', '−0.79', '86.34', '19.90'], 'favök_marjı': ['16.62', '16.62', '98.06', '23.09', '14.95', '3.63', '86.81', '23.86'], 'net_marj': ['13.23', '13.23', '98.71', '20.75', '12.11', '2.26', '86.87', '22.18']}","['4.52', '4.50', '0.32']",1.28
39,ATSYH,2023/3,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",0.6205072501755862,0.4257193815587003,"['116.97', '116.97', '108.23', '80.89', '36.59', '38.64', '20.47', '49.86']","{'varlık_getirisi': ['28.14', '28.14', '30.04', '17.02', '5.63', '4.53', '3.19', '7.75'], 'yatırılan_sermayenin_getirisi': ['116.86', '116.86', '108.12', '80.78', '36.50', '38.59', '20.42', '49.79'], 'brüt_kar_marjı': ['16.67', '16.67', '34.19', '80.81', '6.84', '3.67', '3.58', '13.81'], 'faliyet_kar_marjı': ['13.36', '13.36', '30.86', '78.41', '3.23', '1.20', '1.98', '11.19'], 'favök_marjı': ['13.50', '13.50', '30.91', '78.47', '3.33', '1.43', '2.26', '11.67'], 'net_marj': ['9.04', '9.04', '25.80', '38.04', '5.44', '0.81', '−0.41', '12.65']}","['1.54', '1.32', '0.10']",34.1
40,ATLAS,2023/6,"[1.09168645 1.43248129 1.53126033 1.19079925 1.13172719 0.85791072
 1.15062253 0.58118626 0.45946179 0.46708186 0.35834716 0.51832708]","[0.09796239 0.49988431 0.70158101 0.40799214 0.24201197 0.13356762
 0.3335526  0.04699766 0.02245137 0.01398156 0.01103845 0.05173734]","[1.00890878 0.77420619 0.67449689 0.78952279 0.90602468 0.90108372
 1.37787444 2.7606786  4.84100422 3.32142328 4.95285975 3.01236659]",34.86293249035637,3.3692188228734268,"['—', '—', '74.74', '53.35', '26.86', '20.56', '14.24', '4.54']","{'varlık_getirisi': ['—', '—', '63.19', '49.43', '26.23', '19.68', '13.97', '4.06'], 'yatırılan_sermayenin_getirisi': ['—', '—', '74.74', '53.35', '26.86', '20.56', '14.24', '4.54'], 'brüt_kar_marjı': ['3.61', '3.61', '2.46', '11.19', '4.57', '2.25', '2.32', '7.72'], 'faliyet_kar_marjı': ['7.21', '7.21', '8.08', '21.88', '3.57', '2.02', '5.08', '1.26'], 'favök_marjı': ['—', '—', '8.08', '21.89', '3.58', '2.02', '5.08', '1.26'], 'net_marj': ['7.21', '7.21', '8.08', '21.90', '3.57', '2.01', '5.07', '1.25']}","['1.82', '1.82', '0.21']",2.72
