,Sector,Cari_Oran,Alacak_Devir_Hızı,Aktif_Devir_Hızı,Oz_Varlık_Karlılıgı,Kar_Marjları,Fiyat_Satıs_Oranı
13,TEKNOLOJİ / BİLİŞİM,2.657306682436738,4.031294686625218,1.1994237467246296,29.471923076923073,"{""varlık_getirisi"": 20.705000000000005, ""yatırılan_sermayenin_getirisi"": 31.980769230769234, ""brüt_kar_marjı"": 32.66230769230769, ""faliyet_kar_marjı"": 18.937037037037037, ""favök_marjı"": 22.789629629629623, ""net_marj"": 20.206666666666667}",34.4276
14,İMALAT / KAĞIT VE KAĞIT ÜRÜNLERİ BASIM,2.3499131257332633,5.636897543895563,1.2335465102877408,29.446999999999996,"{""varlık_getirisi"": 19.962000000000007, ""yatırılan_sermayenin_getirisi"": 27.097, ""brüt_kar_marjı"": 16.424, ""faliyet_kar_marjı"": 7.925, ""favök_marjı"": 9.520999999999999, ""net_marj"": 36.448}",17.358
15,OTELLER VE LOKANTALAR / KONAKLAMA,2.5966804946451996,24.96393162681323,0.22912692015185956,33.318571428571424,"{""varlık_getirisi"": 26.439999999999994, ""yatırılan_sermayenin_getirisi"": 29.066666666666666, ""brüt_kar_marjı"": 33.261250000000004, ""faliyet_kar_marjı"": -65.63250000000001, ""favök_marjı"": -83.84833333333333, ""net_marj"": -70.45999999999998}",91.382
16,MADENCİLİK VE TAŞ OCAKÇILIĞI / KÖMÜR VE LİNYİT MADENCİLİĞİ,4.856970786467747,4.2720394687758345,0.1647391450113703,40.245,"{""varlık_getirisi"": 35.870000000000005, ""yatırılan_sermayenin_getirisi"": 40.245, ""brüt_kar_marjı"": 30.16, ""faliyet_kar_marjı"": 24.1, ""favök_marjı"": 42.7, ""net_marj"": 143.155}",9.165
17,İNŞAAT VE BAYINDIRLIK / İNŞAAT VE BAYINDIRLIK İŞLERİ,1.585534824172632,10.036219847563569,0.40961323775316777,59.760000000000005,"{""varlık_getirisi"": 18.368999999999996, ""yatırılan_sermayenin_getirisi"": 28.843000000000007, ""brüt_kar_marjı"": -9.822999999999999, ""faliyet_kar_marjı"": -18.934444444444445, ""favök_marjı"": -13.458888888888888, ""net_marj"": 61.75125}",21.347777777777775
18,TOPTAN VE PERAKENDE TİCARET / TOPTAN TİCARET,1.3610831732234934,4.416613956612168,1.0471070928019217,55.28000000000001,"{""varlık_getirisi"": 18.048, ""yatırılan_sermayenin_getirisi"": 52.053, ""brüt_kar_marjı"": 41.23100000000001, ""faliyet_kar_marjı"": 20.627, ""favök_marjı"": 23.41, ""net_marj"": 25.286}",16.925555555555555
19,TEKNOLOJİ / SAVUNMA,1.291657354289243,2.244505337625736,0.4639649514810805,36.55,"{""varlık_getirisi"": 17.9, ""yatırılan_sermayenin_getirisi"": 35.78, ""brüt_kar_marjı"": 36.13, ""faliyet_kar_marjı"": 29.58, ""favök_marjı"": 30.57, ""net_marj"": 34.89}",11.89
20,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,28.006799762714206,29117.209071420602,4.98010591218487,43.18000000000001,"{""varlık_getirisi"": 40.50333333333333, ""yatırılan_sermayenin_getirisi"": 43.156666666666666, ""brüt_kar_marjı"": 44.98, ""faliyet_kar_marjı"": 78.54666666666667, ""favök_marjı"": 82.36999999999999, ""net_marj"": 77.13666666666667}",6.456666666666667
21,İMALAT / ANA METAL SANAYİ,1.771787244536873,10.289196235157554,1.4075617496515331,31.187647058823533,"{""varlık_getirisi"": 14.698823529411767, ""yatırılan_sermayenin_getirisi"": 27.473529411764705, ""brüt_kar_marjı"": 11.306111111111111, ""faliyet_kar_marjı"": 4.882222222222221, ""favök_marjı"": 6.437222222222222, ""net_marj"": 9.410555555555554}",24.434705882352937
22,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / SPOR FAALİYETLERİ EĞLENCE VE OYUN FAALİYETLERİ",0.9680133454767216,5.7893934954128845,0.40171472387029517,,"{""varlık_getirisi"": -20.9925, ""yatırılan_sermayenin_getirisi"": -154.345, ""brüt_kar_marjı"": -78.8875, ""faliyet_kar_marjı"": -95.9225, ""favök_marjı"": -73.35, ""net_marj"": -123.2225}",
23,ULAŞTIRMA VE DEPOLAMA / ULAŞTIRMA VE DEPOLAMA,1.8346597216954612,47.57042600587951,0.763938374694202,44.83857142857143,"{""varlık_getirisi"": 19.75857142857143, ""yatırılan_sermayenin_getirisi"": 30.169999999999998, ""brüt_kar_marjı"": 32.75625, ""faliyet_kar_marjı"": 27.841249999999995, ""favök_marjı"": 34.271249999999995, ""net_marj"": 18.48875}",12.61
24,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,3.6707744096063264,76.60183106966002,1.914987445551089,69.26899999999999,"{""varlık_getirisi"": 13.465454545454547, ""yatırılan_sermayenin_getirisi"": 35.731818181818184, ""brüt_kar_marjı"": 28.77666666666667, ""faliyet_kar_marjı"": 7.067272727272728, ""favök_marjı"": 8.944545454545453, ""net_marj"": 5.553636363636364}",13.456
25,MALİ KURULUŞLAR / VARLIK YÖNETİM ŞİRKETLERİ,,,,,,
26,OTELLER VE LOKANTALAR / YİYECEK VE İÇECEK HİZMETLERİ,1.4298924231249786,1.4483471458990196,0.6348463260109076,64.68,"{""varlık_getirisi"": 33.41, ""yatırılan_sermayenin_getirisi"": 58.86, ""brüt_kar_marjı"": 2.86, ""faliyet_kar_marjı"": 0.06, ""favök_marjı"": 1.17, ""net_marj"": 52.95}",11.1
27,"İDARİ VE DESTEK HİZMET FAALİYETLERİ / BÜRO YÖNETİMİ, BÜRO DESTEĞİ VE DİĞER ŞİRKET DESTEK FAALİYETLERİ",3.2265930102261455,5.750632974772676,0.9454776327685902,24.915,"{""varlık_getirisi"": 20.39, ""yatırılan_sermayenin_getirisi"": 24.560000000000002, ""brüt_kar_marjı"": 3.75, ""faliyet_kar_marjı"": -0.9099999999999997, ""favök_marjı"": -0.3200000000000003, ""net_marj"": 14.24}",26.04
28,MALİ KURULUŞLAR / FİNANSAL KİRALAMA VE FAKTORİNG ŞİRKETLERİ,,,,,,
29,MADENCİLİK VE TAŞ OCAKÇILIĞI / METAL CEVHERİ MADENCİLİĞİ,10.331619153627088,12654.903776766008,0.41639583034502475,35.77,"{""varlık_getirisi"": 31.41, ""yatırılan_sermayenin_getirisi"": 35.7, ""brüt_kar_marjı"": 55.495000000000005, ""faliyet_kar_marjı"": 35.85, ""favök_marjı"": 42.459999999999994, ""net_marj"": 59.66}",21.49
30,BİLGİ VE İLETİŞİM / YAYIMCILIK,3.1391252211852128,2.9442738023369244,0.6936435218243827,22.63,"{""varlık_getirisi"": 12.856666666666667, ""yatırılan_sermayenin_getirisi"": 22.080000000000002, ""brüt_kar_marjı"": 5.723333333333334, ""faliyet_kar_marjı"": -29.36333333333333, ""favök_marjı"": -27.50666666666667, ""net_marj"": 136.51999999999998}",61.24333333333334
31,İMALAT / ORMAN ÜRÜNLERİ VE MOBİLYA,1.5764959970216583,14.038851344280966,1.0790546455147683,36.286,"{""varlık_getirisi"": 16.232, ""yatırılan_sermayenin_getirisi"": 27.3375, ""brüt_kar_marjı"": 24.206000000000003, ""faliyet_kar_marjı"": 15.316000000000003, ""favök_marjı"": 14.385, ""net_marj"": 8.726}",54.37
32,İDARİ VE DESTEK HİZMET FAALİYETLERİ / KİRALAMA VE LEASING FAALİYETLERİ,1.6431394842649159,40.77486656148563,0.3432383660465673,56.4,"{""varlık_getirisi"": 24.06, ""yatırılan_sermayenin_getirisi"": 32.28, ""brüt_kar_marjı"": 74.215, ""faliyet_kar_marjı"": 68.16999999999999, ""favök_marjı"": 68.38499999999999, ""net_marj"": 62.245}",11.39
33,"İDARİ VE DESTEK HİZMET FAALİYETLERİ / SEYAHAT ACENTESİ, TUR OPERATÖRÜ VE DİĞER REZERVASYON HİZMETLERİ İLE İLGİLİ FAALİYETLER",,,,,,
34,MALİ KURULUŞLAR / GİRİŞİM SERMAYESİ YATIRIM ORTAKLIKLARI,82.76331438456005,14133.991129252121,0.17745456641806612,34.324999999999996,,2.99
35,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / HUKUK VE MUHASEBE FAALİYETLERİ",2.285226922221739,11.651357785084304,0.5508859503013577,58.14,"{""varlık_getirisi"": 32.3, ""yatırılan_sermayenin_getirisi"": 56.62, ""brüt_kar_marjı"": 52.71, ""faliyet_kar_marjı"": 4.11, ""favök_marjı"": 6.93, ""net_marj"": 65.86}",20.61
36,BİLGİ VE İLETİŞİM / BİLGİ HİZMET FAALİYETLERİ,4.926148139176994,4.509030308431195,0.6765085624244405,20.27,"{""varlık_getirisi"": 15.98, ""yatırılan_sermayenin_getirisi"": 19.68, ""brüt_kar_marjı"": 15.02, ""faliyet_kar_marjı"": 4.61, ""favök_marjı"": 7.64, ""net_marj"": 32.06}",168.09
37,MADENCİLİK VE TAŞ OCAKÇILIĞI / HAM PETROL VE DOĞAL GAZ ÇIKARTILMASI,10.16300045860049,140.59711759381744,0.4061206273457085,32.79,"{""varlık_getirisi"": 6.22, ""yatırılan_sermayenin_getirisi"": 32.61, ""brüt_kar_marjı"": 54.07, ""faliyet_kar_marjı"": 29.69, ""favök_marjı"": 36.52, ""net_marj"": 19.19}",10.84
38,"TARIM, ORMANCILIK VE BALIKÇILIK / TARIM VE HAYVANCILIK AVCILIK VE İLGİLİ HİZMET FAALİYETLERİ",1.6320446862105369,6.577340687131057,0.4096199934153088,39.550000000000004,"{""varlık_getirisi"": 23.06, ""yatırılan_sermayenin_getirisi"": 36.55, ""brüt_kar_marjı"": 20.18, ""faliyet_kar_marjı"": -63.545, ""favök_marjı"": -53.225, ""net_marj"": 25.509999999999998}",10.02
39,MALİ KURULUŞLAR / FİNANSMAN ŞİRKETLERİ,,,,,,
40,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / MİMARLIK VE MÜHENDİSLİK FAALİYETLERİ; TEKNİK MUAYENE VE ANALİZ",2.059049627471617,3.6648524149321546,0.8238475613203762,59.93,"{""varlık_getirisi"": 17.64, ""yatırılan_sermayenin_getirisi"": 40.4, ""brüt_kar_marjı"": 18.97, ""faliyet_kar_marjı"": 14.665, ""favök_marjı"": 15.024999999999999, ""net_marj"": 21.25}",45.135000000000005
41,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / İNSAN SAĞLIĞI VE SOSYAL HİZMETLER",1.0809552101181696,6.925739237719679,0.862484056888405,63.82666666666666,"{""varlık_getirisi"": 13.566666666666665, ""yatırılan_sermayenin_getirisi"": 32.28333333333334, ""brüt_kar_marjı"": 21.523333333333337, ""faliyet_kar_marjı"": 10.533333333333333, ""favök_marjı"": 16.74, ""net_marj"": 12.606666666666667}",66.71333333333332
42,"EĞİTİM, SAĞLIK, SPOR VE DİĞER SOSYAL HİZMETLER / SPOR EĞLENCE BOŞ ZAMANLARI DEĞERLENDİRME HİZMETLERİ",,,,,,
43,"TARIM, ORMANCILIK VE BALIKÇILIK / BALIKÇILIK VE SU ÜRÜNLERİ",,,,,,
44,"MESLEKİ, BİLİMSEL VE TEKNİK FAALİYETLER / REKLAMCILIK VE PAZAR ARAŞTIRMASI",1.1244681573169597,3.3381443904611063,1.948513389632931,,,
45,İDARİ VE DESTEK HİZMET FAALİYETLERİ / GÜVENLİK VE SORUŞTURMA FAALİYETLERİ,2.832466868297057,1.6110868605009574,0.2860023611122281,,,
46,BİLGİ VE İLETİŞİM / TELEKOMÜNİKASYON,1.295780928952861,6.614640139651199,0.55513472521605,32.765,"{""varlık_getirisi"": 9.225000000000001, ""yatırılan_sermayenin_getirisi"": 14.105, ""brüt_kar_marjı"": 27.42, ""faliyet_kar_marjı"": 13.540000000000001, ""favök_marjı"": 29.015, ""net_marj"": 21.99}",14.135
